tic,gvkey,cusip,conm,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,busdesc
BR,176928,11133T103,BROADRIDGE FINANCIAL SOLUTNS,4510.0,451020.0,45.0,45102020.0,541512.0,7373.0,,,"Broadridge Financial Solutions, Inc. provides investor communications and technology-driven solutions for the financial services industry worldwide."
BRCM,66708,111320107,BROADCOM CORP,4530.0,453010.0,45.0,45301020.0,334413.0,3674.0,247.0,940.0,"Broadcom Corporation provides semiconductor solutions for wired and wireless communications. Its products offer voice, video, data, and multimedia connectivity in the home, office, and mobile environments."
BRL,13365,068306109,BARR PHARMACEUTICALS INC,3520.0,352020.0,35.0,35202010.0,325412.0,2834.0,283.0,905.0,"Teva Branded Pharmaceutical Products R&D, Inc., together with its subsidiaries, develops, manufactures, and markets generic and proprietary pharmaceuticals. The company's generic product portfolio includes solid oral dosage forms, injectables, and cream and ointment products."
BRYN,65577,117694109,RNETHEALTH INC,2540.0,254010.0,25.0,25401030.0,512120.0,7822.0,245.0,978.0,"BRYN Resources Inc. provides corporate, capital, and communication services for small businesses worldwide. The company operates VybeOffice, an online tool that allows you to manage company online from a single portal. It also offers stock issuance, transfer, custodial, and registrar services."
BSC,180614,25154H590,DEUTSCHE BK ELEMENT-SML CAP,,,,,,,,,"As of August 22, 2011, ELEMENTS Linked to the Benjamin Graham Small Cap Value Index - Total Return has gone out of business. It is an exchange traded note launched by Deutsche Bank AG (London). The note seeks to track the performance of the Benjamin Graham Small Cap Value Index-Total Return."
BSX,25279,101137107,BOSTON SCIENTIFIC CORP,3510.0,351010.0,35.0,35101010.0,334510.0,3845.0,300.0,905.0,"Boston Scientific Corporation develops, manufactures, and markets medical devices for use in various interventional medical specialties worldwide. It operates through three segments: MedSurg, Rhythm and Neuro, and Cardiovascular."
BTU,142460,704551100,PEABODY ENERGY CORP,1010.0,101020.0,10.0,10102050.0,212111.0,1220.0,360.0,970.0,"Peabody Energy Corporation engages in coal mining business. The company operates through Seaborne Thermal Mining, Seaborne Metallurgical Mining, Powder River Basin Mining, Midwestern U.S. Mining, Western U.S. Mining, and Corporate and Other segments."
BUD,241637,03524A108,ANHEUSER-BUSCH INBEV,3020.0,302010.0,30.0,30201010.0,312120.0,2082.0,140.0,978.0,"Anheuser-Busch InBev SA/NV, a brewing company, engages in the production, distribution, and sale of beer, alcoholic beverages, and soft drinks worldwide."
BWA,28742,099724106,BORGWARNER INC,2510.0,251010.0,25.0,25101010.0,336310.0,3714.0,130.0,976.0,"BorgWarner Inc. provides solutions for combustion, hybrid, and electric vehicles worldwide."
BXLT,22734,07177M103,BAXALTA INC,3520.0,352010.0,35.0,35201010.0,325414.0,2836.0,,,"Baxalta Incorporated, a biopharmaceutical company, develops, manufactures, and markets products for the treatment of hemophilia, immunology, and oncology."
BXP,64925,101121101,BOSTON PROPERTIES INC,6010.0,601010.0,60.0,60101040.0,531120.0,6798.0,850.0,800.0,"Boston Properties (NYSE: BXP) is the largest publicly-held developer and owner of Class A office properties in the United States, concentrated in five markets - Boston, Los Angeles, New York, San Francisco and Washington, DC."
C,3243,172967424,CITIGROUP INC,4010.0,401010.0,40.0,40101010.0,522110.0,6199.0,850.0,800.0,"Citigroup Inc., a diversified financial services holding company, provides various financial products and services to consumers, corporations, governments, and institutions in North America, Latin America, Asia, Europe, the Middle East, and Africa."
CA,3310,12673P105,CA INC,4510.0,451030.0,45.0,45103020.0,511210.0,7372.0,185.0,940.0,"CA, Inc., doing business as CA technologies, develops, markets, delivers, and licenses software products and services in the United States and internationally."
CAG,3362,205887102,CONAGRA BRANDS INC,3020.0,302020.0,30.0,30202030.0,31142.0,2000.0,250.0,978.0,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company in North America. The company operates through Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice segments."
CAH,2751,14149Y108,CARDINAL HEALTH INC,3510.0,351020.0,35.0,35102010.0,424210.0,5122.0,217.0,978.0,"Cardinal Health, Inc. operates as an integrated healthcare services and products company in the United States and internationally. It provides customized solutions for hospitals, healthcare systems, pharmacies, ambulatory surgery centers, clinical laboratories, and physician offices."
CAM,60894,13342B105,CAMERON INTERNATIONAL CORP,1010.0,101010.0,10.0,10101020.0,333132.0,3533.0,395.0,935.0,"Cameron International Corporation provides flow equipment products, systems, and services worldwide."
CARR,36191,14448C104,CARRIER GLOBAL CORP,2010.0,201020.0,20.0,20102010.0,333415.0,3585.0,,,"Carrier Global Corporation provides heating, ventilating, and air conditioning (HVAC), refrigeration, fire, security, and building automation technologies worldwide. It operates through three segments: HVAC, Refrigeration, and Fire & Security."
CAT,2817,149123101,CATERPILLAR INC,2010.0,201060.0,20.0,20106010.0,333120.0,3531.0,345.0,925.0,"Caterpillar Inc. manufactures and sells construction and mining equipment, diesel and natural gas engines, and industrial gas turbines."
CB,28034,H1467J104,CHUBB LTD,4030.0,403010.0,40.0,40301040.0,524126.0,6331.0,835.0,800.0,"Chubb Limited, through its subsidiaries, provides insurance and reinsurance products worldwide."
CBE,3497,G24140108,COOPER INDUSTRIES PLC,2010.0,201040.0,20.0,20104010.0,3351.0,3640.0,220.0,925.0,"Cooper Industries plc manufactures and sells electrical components and tools in the United States and internationally. It operates in two segments, Energy and Safety Solutions, and Electrical Products Group."
CBH,32050,01883H102,ALLIANZGI CON INCM 2024 TARG,,,,,525910.0,6722.0,,,AllianzGI Convertible & Income 2024 Target Term Fund is a closed ended balanced mutual fund launched and managed by Allianz Global Investors U.S. LLC. The fund invests in the public equity and fixed incomes markets of the United States.
CBOE,184500,12503M108,CBOE GLOBAL MARKETS INC,4020.0,402030.0,40.0,40203040.0,523210.0,6200.0,,,"Cboe Global Markets, Inc., through its subsidiaries, operates as an options exchange in the United States. It operates in five segments: Options, U.S. Equities, Futures, European Equities, and Global FX. The Options segment trades in listed market indices. The U.S."
CBRE,260774,12504L109,CBRE GROUP INC,6010.0,601020.0,60.0,60102040.0,531.0,6500.0,,,"CBRE Group, Inc. operates as a commercial real estate services and investment company worldwide. It operates through Advisory Services, Global Workplace Solutions, and Real Estate Investments segments."
CBSS,2849,20449H109,BBVA COMPASS BANCSHARES INC,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,817.0,800.0,"BBVA USA Bancshares, Inc. operates as the bank holding company for BBVA USA that provides various banking services."
CC,22741,163851108,CHEMOURS CO,1510.0,151010.0,15.0,15101020.0,325130.0,2860.0,,,"The Chemours Company provides performance chemicals in North America, the Asia Pacific, Europe, the Middle East, Africa, and Latin America. It operates through three segments: Fluoroproducts, Chemical Solutions, and Titanium Technologies."
CCI,113490,22822V101,CROWN CASTLE INTL CORP,6010.0,601010.0,60.0,60101080.0,531120.0,6798.0,175.0,976.0,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 80,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market."
CCL,13498,143658300,CARNIVAL CORPORATION & PLC,2530.0,253010.0,25.0,25301020.0,483112.0,4400.0,310.0,976.0,"Carnival Corporation & Plc operates as a leisure travel company. The company's ships visit approximately 700 ports under the Carnival Cruise Line, Princess Cruises, Holland America Line, Seabourn, P&O Cruises (Australia), Costa Cruises, AIDA Cruises, P&O Cruises (UK), and Cunard brand names."
CCU,25753,204429104,COMPANIA CERVECERIAS UNIDAS,3020.0,302010.0,30.0,30201010.0,312120.0,2082.0,140.0,978.0,"Compania Cervecerias Unidas S.A. operates as a beverage company principally in Chile, Argentina, Uruguay, Paraguay, Colombia, and Bolivia. The company operates through three segments: Chile, International Business, and Wine."
CDNS,13421,127387108,CADENCE DESIGN SYSTEMS INC,4510.0,451030.0,45.0,45103010.0,511210.0,7372.0,185.0,940.0,"Cadence Design Systems, Inc. provides software, hardware, services, and reusable integrated circuit (IC) design blocks worldwide. The company offers functional verification services, including emulation and prototyping hardware."
CDW,28320,12514G108,CDW CORP,4520.0,452030.0,45.0,45203030.0,423430.0,5045.0,426.0,976.0,"CDW Corporation provides integrated information technology (IT) solutions to business, government, education, and healthcare customers in the United States, the United Kingdom, and Canada. It operates through three segments: Corporate, Small Business, and Public."
CE,162254,150870103,CELANESE CORP,1510.0,151010.0,15.0,15101050.0,325199.0,2860.0,,,"Celanese Corporation, a technology and specialty materials company, manufactures and sells high performance engineered polymers in the United States and internationally. The company operates through Engineered Materials, Acetate Tow, and Acetyl Chain segments."
CEG,1995,210371100,CONSTELLATION ENERGY GRP INC,5510.0,551050.0,55.0,55105010.0,22111.0,4931.0,705.0,700.0,"As of March 12, 2012, Constellation Energy Group, Inc. was acquired by Exelon Corporation. Constellation Energy Group, Inc., an energy company, develops, owns, operates, and maintains fossil and renewable generating facilities in the United States and Canada."
CELG,13599,151020104,CELGENE CORP,3520.0,352010.0,35.0,35201010.0,325412.0,2834.0,285.0,905.0,"Celgene Corporation, a biopharmaceutical company, discovers, develops, and commercializes therapies for the treatment of cancer and inflammatory diseases worldwide."
CEPH,23945,156708109,CEPHALON INC,3520.0,352010.0,35.0,35201010.0,325412.0,2834.0,147.0,905.0,"Cephalon, Inc. engages in the discovery and development of medicines for central nervous system disorders, pain, and cancer."
CERN,12850,156782104,CERNER CORP,3510.0,351030.0,35.0,35103010.0,541512.0,7373.0,175.0,976.0,"Cerner Corporation, together with its subsidiaries, provides health care information technology solutions and tech-enabled services in the United States and internationally."
CF,163946,125269100,CF INDUSTRIES HOLDINGS INC,1510.0,151010.0,15.0,15101030.0,325311.0,2870.0,,,"CF Industries Holdings, Inc. manufactures and distributes nitrogen fertilizers and other nitrogen products worldwide. Its principal nitrogen fertilizer products include anhydrous ammonia, granular urea, urea ammonium nitrate solution, and ammonium nitrate."
CFG,21825,174610105,CITIZENS FINANCIAL GROUP INC,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,,,"Citizens Financial Group, Inc. operates as the bank holding company for Citizens Bank, National Association that provides retail and commercial banking products and services in the United States. The company operates in two segments, Consumer Banking and Commercial Banking."
CFN,183257,14170T101,CAREFUSION CORP,3510.0,351010.0,35.0,35101010.0,339112.0,3841.0,,,"CareFusion Corporation, a medical technology company, provides various healthcare products and services. It offers product lines in the areas of medication management, infection prevention, operating room effectiveness, and respiratory care."
CHD,3026,171340102,CHURCH & DWIGHT INC,3030.0,303010.0,30.0,30301010.0,325611.0,2840.0,320.0,978.0,"Church & Dwight Co., Inc. develops, manufactures, and markets household, personal care, and specialty products in the United States and internationally. It operates in three segments: Consumer Domestic, Consumer International, and Specialty Products Division."
CHRW,65609,12541W209,C H ROBINSON WORLDWIDE INC,2030.0,203010.0,20.0,20301010.0,484121.0,4213.0,615.0,600.0,"C.H. Robinson Worldwide, Inc., a third party logistics company, provides freight transportation services and logistics solutions to companies in various industries worldwide. The company operates through North American Surface Transportation and Global Forwarding segments."
CHTR,126136,16119P108,CHARTER COMMUNICATIONS INC,5020.0,502010.0,50.0,50201030.0,515210.0,4841.0,150.0,978.0,"Charter Communications, Inc., through its subsidiaries, provides cable services to residential and commercial customers in the United States."
CI,2547,125523100,CIGNA CORP,3510.0,351020.0,35.0,35102015.0,524114.0,6324.0,287.0,905.0,"Cigna Corporation provides insurance and related products and services. It operates through Health Services, Integrated Medical, International Markets, and Group Disability and Other segments."
CIEN,64356,171779309,CIENA CORP,4520.0,452010.0,45.0,45201020.0,334210.0,3661.0,180.0,940.0,"Ciena Corporation provides network hardware, software, and services that support the transport, routing, switching, aggregation, service delivery, and management of video, data, and voice traffic on communications networks worldwide."
